Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_x,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total_y
2022,1,Santa Cruz,11.0,23.0,11.0,4.0,405.0,49.0,51.0,6.898,12710.0,11.502,12.277,2.628,2551.0,485.0,49102.0
2022,1,Santa Fe,213.0,445.0,147.0,45.0,21.0,870.0,468.0,12.435,143796.0,208.361,84.787,58.018,344170.0,18.444,870479.0
2022,1,Santiago Del Estero,18.0,88.0,1.0,6.0,3.0,116.0,178.0,1.401,30220.0,61.17,13.542,849.0,8309.0,792.0,116461.0
2022,1,Tierra Del Fuego,13.0,39.0,416.0,124.0,340.0,53.0,24.0,894.0,12849.0,15.64,18.034,1.767,982.0,2.421,52611.0
2022,1,Tucumán,93.0,62.0,86.0,4.0,487.0,246.0,39.0,2.212,36028.0,46.961,21.014,5.211,133846.0,273.0,245584.0
2021,4,Buenos Aires,426.0,3.0,1.0,127.0,73.0,5.0,37.821,11.026,352950.0,331.292,297.296,196.021,3259793.0,22.958,4509157.0
2021,4,Capital Federal,111.0,1.0,60.0,6.0,30.0,1.0,563.0,1.695,47133.0,81.899,66.135,66.755,1147939.0,0.0,1412119.0
2021,4,Catamarca,16.0,14.0,25.0,2.0,2.0,59.0,71.0,0.0,6038.0,7.855,9.804,3.262,29827.0,2.233,59090.0
2021,4,Chaco,36.0,63.0,35.0,8.0,2.0,144.0,461.0,112.0,18845.0,22.678,21.937,13.692,58435.0,7.585,143745.0
2021,4,Chubut,46.0,57.0,10.0,28.0,19.0,160.0,126.0,1.294,63698.0,39.568,31.175,5.78,2904.0,15.763,160308.0
2021,4,Córdoba,212.0,487.0,217.0,61.0,9.0,987.0,100.0,2.479,184548.0,130.892,76.246,41.198,538700.0,12.607,986770.0
2021,4,Corrientes,43.0,71.0,10.0,7.0,5.0,136.0,67.0,645.0,28830.0,26.368,22.922,10.087,39911.0,7.082,135912.0
2021,4,Entre Ríos,70.0,133.0,23.0,25.0,13.0,265.0,107.0,3.024,56043.0,49.636,38.295,24.068,77290.0,16.583,265046.0
2021,4,Formosa,17.0,15.0,5.0,16.0,172.0,54.0,84.0,0.0,22908.0,6.983,6.811,1.135,13775.0,1.967,53663.0
2021,4,Jujuy,22.0,61.0,24.0,3.0,4.0,114.0,58.0,175.0,22446.0,16.793,38.134,564.0,33421.0,2.324,113915.0
2021,4,La Pampa,8.0,58.0,20.0,19.0,1.0,107.0,301.0,493.0,64840.0,9.082,12.259,4.821,12184.0,3.027,107007.0
2021,4,La Rioja,10.0,57.0,9.0,7.0,31.0,83.0,18.0,1.0,5018.0,5.437,23.559,5.671,43424.0,0.0,83128.0
2021,4,Mendoza,60.0,72.0,110.0,25.0,2.0,268.0,156.0,1.463,66428.0,30.308,75.214,18.621,75031.0,366.0,267587.0
2021,4,Misiones,42.0,92.0,22.0,8.0,8.0,171.0,51.0,5.0,41916.0,23.554,26.721,15.954,54596.0,8.335,171132.0
2021,4,Neuquén,29.0,73.0,23.0,22.0,746.0,147.0,140.0,940.0,42313.0,13.264,10.515,3.31,69217.0,7.767,147466.0
2021,4,Río Negro,42.0,44.0,32.0,17.0,18.0,154.0,156.0,1.174,38373.0,19.878,31.255,4.13,36142.0,22.645,153753.0
2021,4,Salta,47.0,100.0,40.0,6.0,7.0,199.0,114.0,20.0,40673.0,69.324,6.642,3.535,72622.0,6.475,199405.0
2021,4,San Juan,36.0,13.0,11.0,11.0,8.0,80.0,44.0,1.442,28906.0,10.955,23.978,398.0,9800.0,4.435,79958.0
2021,4,San Luis,8.0,11.0,30.0,71.0,29.0,119.0,62.0,264.0,8550.0,4.276,9.107,67.363,9.0,29.218,118849.0
2021,4,Santa Cruz,11.0,23.0,10.0,4.0,417.0,48.0,52.0,297.0,20305.0,11.641,13.054,1.77,876.0,491.0,48486.0
2021,4,Santa Fe,233.0,444.0,129.0,44.0,16.0,866.0,467.0,581.0,169706.0,206.856,85.69,62.349,322015.0,18.777,866441.0
2021,4,Santiago Del Estero,19.0,87.0,1.0,6.0,3.0,116.0,178.0,909.0,31915.0,61.524,12.205,800.0,7537.0,793.0,115861.0
2021,4,Tierra Del Fuego,13.0,38.0,426.0,124.0,342.0,52.0,26.0,385.0,13505.0,16.534,16.562,1.748,1017.0,2.58,52357.0
2021,4,Tucumán,98.0,59.0,79.0,3.0,486.0,239.0,39.0,97.0,37321.0,48.736,21.023,5.326,125857.0,240.0,238639.0
2021,3,Buenos Aires,586.0,3.0,886.0,120.0,65.0,4.0,37.193,31.149,1108940.0,248.153,141.383,192.797,2482266.0,9.728,4251609.0
2021,3,Capital Federal,143.0,1.0,43.0,6.0,29.0,1.0,295.0,603.0,156978.0,67.013,39.785,73.502,1075229.0,0.0,1413405.0
2021,3,Catamarca,18.0,12.0,22.0,2.0,2.0,56.0,71.0,0.0,6755.0,8.428,10.517,1.659,26618.0,2.206,56254.0
2021,3,Chaco,38.0,64.0,28.0,8.0,2.0,140.0,301.0,112.0,22545.0,20.986,23.852,14.412,49705.0,7.958,139871.0
2021,3,Chubut,49.0,56.0,9.0,23.0,19.0,156.0,104.0,105.0,89168.0,26.281,18.538,5.32,1643.0,14.907,156066.0
2021,3,Córdoba,229.0,477.0,167.0,58.0,15.0,947.0,99.0,2.452,204989.0,141.285,65.05,47.198,476459.0,9.256,946788.0
2021,3,Corrientes,45.0,69.0,8.0,7.0,5.0,134.0,67.0,645.0,29629.0,28.478,24.792,9.687,35468.0,5.053,133819.0
